ENTIDAD, YEAR, MES, TOTAL, FUENTE
13,2018,4,1260,RENAPO 
13,2018,5,1261,RENAPO 
13,2018,6,1164,RENAPO 
13,2018,7,1224,RENAPO 
13,2018,8,1172,RENAPO 
13,2018,9,1099,RENAPO 
13,2018,10,1174,RENAPO 
13,2018,11,1252,RENAPO 
13,2018,12,1230,RENAPO 
13,2019,1,1787,RENAPO 
13,2019,2,1363,RENAPO 
13,2019,3,1243,RENAPO 
13,2019,4,1330,RENAPO 
13,2019,5,1168,RENAPO 
13,2019,6,1112,RENAPO 
13,2019,7,1283,RENAPO 
13,2019,8,1200,RENAPO 
13,2019,9,1171,RENAPO 
13,2019,10,1251,RENAPO 
13,2019,11,1284,RENAPO 
13,2019,12,1193,RENAPO 
13,2020,1,1987,RENAPO 
13,2020,2,1392,RENAPO 
13,2020,3,1342,RENAPO 
13,2020,4,1100,RENAPO 
13,2020,5,1682,RENAPO 
13,2020,6,1852,RENAPO 
13,2020,7,2145,RENAPO 
13,2020,8,2126,RENAPO 
13,2020,9,1756,RENAPO 
14,2019,1,3996,RENAPO 
14,2019,2,2754,RENAPO 
14,2019,3,3713,RENAPO 
14,2019,4,3472,RENAPO 
14,2019,5,4091,RENAPO 
14,2019,6,3731,RENAPO 
14,2019,7,3783,RENAPO 
14,2019,8,3844,RENAPO 
14,2019,9,3863,RENAPO 
14,2019,10,4128,RENAPO 
14,2019,11,4003,RENAPO 
14,2019,12,4561,RENAPO 
14,2020,1,3857,RENAPO 
14,2020,2,3927,RENAPO 
14,2020,3,3804,RENAPO 
14,2020,4,3379,RENAPO 
14,2020,5,4202,RENAPO 
14,2020,6,5623,RENAPO 
14,2020,7,6281,RENAPO 
14,2020,8,6212,RENAPO 
14,2020,9,5802,RENAPO 
15,2015,1,4983,RENAPO 
15,2015,2,4007,RENAPO 
15,2015,3,4377,RENAPO 
15,2015,4,4166,RENAPO 
15,2015,5,4097,RENAPO 
15,2015,6,4262,RENAPO 
15,2015,7,4519,RENAPO 
15,2015,8,4591,RENAPO 
15,2015,9,4420,RENAPO 
15,2015,10,4942,RENAPO 
15,2015,11,4520,RENAPO 
15,2015,12,5713,RENAPO 
15,2016,1,6117,RENAPO 
15,2016,2,6494,RENAPO 
15,2016,3,6025,RENAPO 
15,2016,4,5259,RENAPO 
15,2016,5,5442,RENAPO 
15,2016,6,5161,RENAPO 
15,2016,7,5220,RENAPO 
15,2016,8,5474,RENAPO 
15,2016,9,5153,RENAPO 
15,2016,10,5579,RENAPO 
15,2016,11,5895,RENAPO 
15,2016,12,6301,RENAPO 
15,2017,1,6465,RENAPO 
15,2017,2,6113,RENAPO 
15,2017,3,6835,RENAPO 
15,2017,4,5957,RENAPO 
15,2017,5,5929,RENAPO 
15,2017,6,5341,RENAPO 
15,2017,7,5794,RENAPO 
15,2017,8,5644,RENAPO 
15,2017,9,5875,RENAPO 
15,2017,10,6041,RENAPO 
15,2017,11,6148,RENAPO 
15,2017,12,7408,RENAPO 
15,2018,1,7839,RENAPO 
15,2018,2,6386,RENAPO 
15,2018,3,6335,RENAPO 
15,2018,4,5968,RENAPO 
15,2018,5,5994,RENAPO 
15,2018,6,5647,RENAPO 
15,2018,7,5875,RENAPO 
15,2018,8,5789,RENAPO 
15,2018,9,5963,RENAPO 
15,2018,10,6289,RENAPO 
15,2018,11,6482,RENAPO 
15,2018,12,7345,RENAPO 
15,2019,1,8061,RENAPO 
15,2019,2,6144,RENAPO 
15,2019,3,6406,RENAPO 
15,2019,4,6549,RENAPO 
15,2019,5,6456,RENAPO 
15,2019,6,5723,RENAPO 
15,2019,7,6444,RENAPO 
15,2019,8,6122,RENAPO 
15,2019,9,6154,RENAPO 
15,2019,10,6454,RENAPO 
15,2019,11,6729,RENAPO 
15,2019,12,7664,RENAPO 
15,2020,1,8305,RENAPO 
15,2020,2,6669,RENAPO 
15,2020,3,6804,RENAPO 
15,2020,4,8600,RENAPO 
15,2020,5,17087,RENAPO 
15,2020,6,15029,RENAPO 
15,2020,7,12091,RENAPO 
15,2020,8,9325,RENAPO 
15,2020,9,8638,RENAPO 
16,2015,1,2379,RENAPO 
16,2015,2,2070,RENAPO 
16,2015,3,2102,RENAPO 
16,2015,4,1893,RENAPO 
16,2015,5,1728,RENAPO 
16,2015,6,1765,RENAPO 
16,2015,7,1748,RENAPO 
16,2015,8,1943,RENAPO 
16,2015,9,1628,RENAPO 
16,2015,10,1745,RENAPO 
16,2015,11,1706,RENAPO 
16,2015,12,1795,RENAPO 
16,2016,1,2297,RENAPO 
16,2016,2,2432,RENAPO 
16,2016,3,2491,RENAPO 
16,2016,4,2317,RENAPO 
16,2016,5,2126,RENAPO 
16,2016,6,2187,RENAPO 
16,2016,7,1848,RENAPO 
16,2016,8,1978,RENAPO 
16,2016,9,1887,RENAPO 
16,2016,10,1938,RENAPO 
16,2016,11,1955,RENAPO 
16,2016,12,1705,RENAPO 
16,2017,1,2359,RENAPO 
16,2017,2,1803,RENAPO 
16,2017,3,2618,RENAPO 
16,2017,4,2099,RENAPO 
16,2017,5,2429,RENAPO 
16,2017,6,2204,RENAPO 
16,2017,7,1826,RENAPO 
16,2017,8,2310,RENAPO 
16,2017,9,2033,RENAPO 
16,2017,10,2211,RENAPO 
16,2017,11,2130,RENAPO 
16,2017,12,1921,RENAPO 
16,2018,1,2522,RENAPO 
16,2018,2,2518,RENAPO 
16,2018,3,2981,RENAPO 
16,2018,4,3079,RENAPO 
16,2018,5,2308,RENAPO 
16,2018,6,2078,RENAPO 
16,2018,7,2025,RENAPO 
16,2018,8,2058,RENAPO 
16,2018,9,1764,RENAPO 
16,2018,10,2096,RENAPO 
16,2018,11,2219,RENAPO 
16,2018,12,1889,RENAPO 
16,2019,1,2644,RENAPO 
16,2019,2,2335,RENAPO 
16,2019,3,2358,RENAPO 
16,2019,4,2302,RENAPO 
16,2019,5,2608,RENAPO 
16,2019,6,2121,RENAPO 
16,2019,7,2308,RENAPO 
16,2019,8,2267,RENAPO 
16,2019,9,2014,RENAPO 
16,2019,10,2614,RENAPO 
16,2019,11,1782,RENAPO 
16,2019,12,2033,RENAPO 
16,2020,1,3224,RENAPO 
16,2020,2,2537,RENAPO 
16,2020,3,2043,RENAPO 
16,2020,4,1339,RENAPO 
16,2020,5,2038,RENAPO 
16,2020,6,2897,RENAPO 
16,2020,7,3331,RENAPO 
16,2020,8,3629,RENAPO 
16,2020,9,3616,RENAPO 
17,2017,1,1067,RENAPO 
17,2017,2,916,RENAPO 
17,2017,3,1070,RENAPO 
17,2017,4,1085,RENAPO 
17,2017,5,1135,RENAPO 
17,2017,6,939,RENAPO 
17,2017,7,962,RENAPO 
17,2017,8,999,RENAPO 
17,2017,9,966,RENAPO 
17,2017,10,1068,RENAPO 
17,2017,11,886,RENAPO 
17,2017,12,1042,RENAPO 
17,2018,1,1163,RENAPO 
17,2018,2,1081,RENAPO 
17,2018,3,971,RENAPO 
17,2018,4,1035,RENAPO 
17,2018,5,1024,RENAPO 
17,2018,6,979,RENAPO 
17,2018,7,1019,RENAPO 
17,2018,8,1001,RENAPO 
17,2018,9,927,RENAPO 
17,2018,10,1021,RENAPO 
17,2018,11,1058,RENAPO 
17,2018,12,1029,RENAPO 
17,2019,1,1185,RENAPO 
17,2019,2,1108,RENAPO 
17,2019,3,1200,RENAPO 
17,2019,4,1137,RENAPO 
17,2019,5,1141,RENAPO 
17,2019,6,1073,RENAPO 
17,2019,7,1120,RENAPO 
17,2019,8,1119,RENAPO 
17,2019,9,1031,RENAPO 
17,2019,10,1163,RENAPO 
17,2019,11,1042,RENAPO 
17,2019,12,1164,RENAPO 
17,2020,1,1286,RENAPO 
17,2020,2,1125,RENAPO 
17,2020,3,1223,RENAPO 
17,2020,4,1411,RENAPO 
17,2020,5,2240,RENAPO 
17,2020,6,1906,RENAPO 
17,2020,7,1713,RENAPO 
17,2020,8,1605,RENAPO 
17,2020,9,1482,RENAPO 
18,2019,1,590.0,Registro Civil 
18,2019,2,515.0,Registro Civil 
18,2019,3,472.0,Registro Civil 
18,2019,4,523.0,Registro Civil 
18,2019,5,515.0,Registro Civil 
18,2019,6,485.0,Registro Civil 
18,2019,7,498.0,Registro Civil 
18,2019,8,511.0,Registro Civil 
18,2019,9,419.0,Registro Civil 
18,2019,10,460.0,Registro Civil 
18,2019,11,516.0,Registro Civil 
18,2019,12,457.0,Registro Civil 
18,2020,1,651.0,Registro Civil 
18,2020,2,525.0,Registro Civil 
18,2020,3,516.0,Registro Civil 
18,2020,4,257.0,Registro Civil 
18,2020,5,386.0,Registro Civil 
18,2020,6,592.0,Registro Civil 
18,2020,7,903.0,Registro Civil 
18,2020,8,766.0,Registro Civil 
18,2020,9,769.0,Registro Civil 
19,2015,1,3082,RENAPO 
19,2015,2,2118,RENAPO 
19,2015,3,2350,RENAPO 
19,2015,4,1998,RENAPO 
19,2015,5,1802,RENAPO 
19,2015,6,1845,RENAPO 
19,2015,7,1987,RENAPO 
19,2015,8,1979,RENAPO 
19,2015,9,1734,RENAPO 
19,2015,10,1906,RENAPO 
19,2015,11,1785,RENAPO 
19,2015,12,1989,RENAPO 
19,2016,1,2668,RENAPO 
19,2016,2,2489,RENAPO 
19,2016,3,2018,RENAPO 
19,2016,4,1919,RENAPO 
19,2016,5,1996,RENAPO 
19,2016,6,1993,RENAPO 
19,2016,7,2161,RENAPO 
19,2016,8,2168,RENAPO 
19,2016,9,1983,RENAPO 
19,2016,10,1928,RENAPO 
19,2016,11,1872,RENAPO 
19,2016,12,2164,RENAPO 
19,2017,1,3019,RENAPO 
19,2017,2,2372,RENAPO 
19,2017,3,2272,RENAPO 
19,2017,4,1797,RENAPO 
19,2017,5,2153,RENAPO 
19,2017,6,2155,RENAPO 
19,2017,7,1853,RENAPO 
19,2017,8,2126,RENAPO 
19,2017,9,1869,RENAPO 
19,2017,10,2011,RENAPO 
19,2017,11,2049,RENAPO 
19,2017,12,1997,RENAPO 
19,2018,1,3513,RENAPO 
19,2018,2,2430,RENAPO 
19,2018,3,2008,RENAPO 
19,2018,4,2343,RENAPO 
19,2018,5,2121,RENAPO 
19,2018,6,2004,RENAPO 
19,2018,7,2165,RENAPO 
19,2018,8,2218,RENAPO 
19,2018,9,1854,RENAPO 
19,2018,10,2348,RENAPO 
19,2018,11,2457,RENAPO 
19,2018,12,2143,RENAPO 
19,2019,1,3522,RENAPO 
19,2019,2,2636,RENAPO 
19,2019,3,2469,RENAPO 
19,2019,4,2233,RENAPO 
19,2019,5,2335,RENAPO 
19,2019,6,2087,RENAPO 
19,2019,7,2058,RENAPO 
19,2019,8,2635,RENAPO 
19,2019,9,2162,RENAPO 
19,2019,10,2475,RENAPO 
19,2019,11,2531,RENAPO 
19,2019,12,2356,RENAPO 
19,2020,1,3588,RENAPO 
19,2020,2,2446,RENAPO 
19,2020,3,2609,RENAPO 
19,2020,4,1998,RENAPO 
19,2020,5,2286,RENAPO 
19,2020,6,2530,RENAPO 
19,2020,7,4420,RENAPO 
19,2020,8,5253,RENAPO 
19,2020,9,4295,RENAPO 
20,2015,1,1803,RENAPO 
20,2015,2,1616,RENAPO 
20,2015,3,1641,RENAPO 
20,2015,4,1659,RENAPO 
20,2015,5,1512,RENAPO 
20,2015,6,1584,RENAPO 
20,2015,7,1649,RENAPO 
20,2015,8,1704,RENAPO 
20,2015,9,1654,RENAPO 
20,2015,10,1581,RENAPO 
20,2015,11,1592,RENAPO 
20,2015,12,1749,RENAPO 
20,2016,1,1636,RENAPO 
20,2016,2,1743,RENAPO 
20,2016,3,1911,RENAPO 
20,2016,4,1791,RENAPO 
20,2016,5,1861,RENAPO 
20,2016,6,1661,RENAPO 
20,2016,7,1694,RENAPO 
20,2016,8,1825,RENAPO 
20,2016,9,1717,RENAPO 
20,2016,10,1695,RENAPO 
20,2016,11,1785,RENAPO 
20,2016,12,1772,RENAPO 
20,2017,1,1828,RENAPO 
20,2017,2,1733,RENAPO 
20,2017,3,1863,RENAPO 
20,2017,4,1616,RENAPO 
20,2017,5,1723,RENAPO 
20,2017,6,1653,RENAPO 
20,2017,7,1675,RENAPO 
20,2017,8,1710,RENAPO 
20,2017,9,1571,RENAPO 
20,2017,10,1800,RENAPO 
20,2017,11,1654,RENAPO 
20,2017,12,1681,RENAPO 
20,2018,1,1965,RENAPO 
20,2018,2,1676,RENAPO 
20,2018,3,1442,RENAPO 
20,2018,4,1641,RENAPO 
20,2018,5,1738,RENAPO 
20,2018,6,1584,RENAPO 
20,2018,7,1557,RENAPO 
20,2018,8,1544,RENAPO 
20,2018,9,1414,RENAPO 
20,2018,10,1455,RENAPO 
20,2018,11,1558,RENAPO 
20,2018,12,1719,RENAPO 
20,2019,1,2199,RENAPO 
20,2019,2,1753,RENAPO 
20,2019,3,1732,RENAPO 
20,2019,4,1758,RENAPO 
20,2019,5,1915,RENAPO 
20,2019,6,1618,RENAPO 
20,2019,7,1948,RENAPO 
20,2019,8,1797,RENAPO 
20,2019,9,1709,RENAPO 
20,2019,10,1848,RENAPO 
20,2019,11,1588,RENAPO 
20,2019,12,1701,RENAPO 
20,2020,1,2140,RENAPO 
20,2020,2,1756,RENAPO 
20,2020,3,1895,RENAPO 
20,2020,4,1672,RENAPO 
20,2020,5,2036,RENAPO 
20,2020,6,2771,RENAPO 
20,2020,7,3191,RENAPO 
20,2020,8,2290,RENAPO 
20,2020,9,1394,RENAPO 
21,2019,1,5366.0,Registro Civil 
21,2019,2,4172.0,Registro Civil 
21,2019,3,4139.0,Registro Civil 
21,2019,4,4433.0,Registro Civil 
21,2019,5,4319.0,Registro Civil 
21,2019,6,3856.0,Registro Civil 
21,2019,7,4275.0,Registro Civil 
21,2019,8,4025.0,Registro Civil 
21,2019,9,4009.0,Registro Civil 
21,2019,10,4324.0,Registro Civil 
21,2019,11,4432.0,Registro Civil 
21,2019,12,4655.0,Registro Civil 
21,2020,1,5265.0,Registro Civil 
21,2020,2,4189.0,Registro Civil 
21,2020,3,4382.0,Registro Civil 
21,2020,4,4502.0,Registro Civil 
21,2020,5,5953.0,Registro Civil 
21,2020,6,8014.0,Registro Civil 
21,2020,7,9714.0,Registro Civil 
21,2020,8,6774.0,Registro Civil 
21,2020,9,2000.0,Registro Civil 
22,2015,1,837,RENAPO 
22,2015,2,738,RENAPO 
22,2015,3,757,RENAPO 
22,2015,4,674,RENAPO 
22,2015,5,668,RENAPO 
22,2015,6,694,RENAPO 
22,2015,7,671,RENAPO 
22,2015,8,695,RENAPO 
22,2015,9,707,RENAPO 
22,2015,10,734,RENAPO 
22,2015,11,724,RENAPO 
22,2015,12,912,RENAPO 
22,2016,1,882,RENAPO 
22,2016,2,900,RENAPO 
22,2016,3,875,RENAPO 
22,2016,4,768,RENAPO 
22,2016,5,769,RENAPO 
22,2016,6,698,RENAPO 
22,2016,7,777,RENAPO 
22,2016,8,779,RENAPO 
22,2016,9,742,RENAPO 
22,2016,10,799,RENAPO 
22,2016,11,799,RENAPO 
22,2016,12,867,RENAPO 
22,2017,1,923,RENAPO 
22,2017,2,905,RENAPO 
22,2017,3,943,RENAPO 
22,2017,4,872,RENAPO 
22,2017,5,865,RENAPO 
22,2017,6,789,RENAPO 
22,2017,7,826,RENAPO 
22,2017,8,793,RENAPO 
22,2017,9,800,RENAPO 
22,2017,10,912,RENAPO 
22,2017,11,863,RENAPO 
22,2017,12,1050,RENAPO 
22,2018,1,1059,RENAPO 
22,2018,2,905,RENAPO 
22,2018,3,888,RENAPO 
22,2018,4,814,RENAPO 
22,2018,5,872,RENAPO 
22,2018,6,872,RENAPO 
22,2018,7,800,RENAPO 
22,2018,8,880,RENAPO 
22,2018,9,839,RENAPO 
22,2018,10,869,RENAPO 
22,2018,11,955,RENAPO 
22,2018,12,1112,RENAPO 
22,2019,1,1103,RENAPO 
22,2019,2,986,RENAPO 
22,2019,3,917,RENAPO 
22,2019,4,851,RENAPO 
22,2019,5,920,RENAPO 
22,2019,6,821,RENAPO 
22,2019,7,877,RENAPO 
22,2019,8,841,RENAPO 
22,2019,9,872,RENAPO 
22,2019,10,868,RENAPO 
22,2019,11,968,RENAPO 
22,2019,12,1069,RENAPO 
22,2020,1,1155,RENAPO 
22,2020,2,1054,RENAPO 
22,2020,3,993,RENAPO 
22,2020,4,893,RENAPO 
22,2020,5,1054,RENAPO 
22,2020,6,1143,RENAPO 
22,2020,7,1212,RENAPO 
22,2020,8,1370,RENAPO 
22,2020,9,1317,RENAPO 
23,2017,1,519,RENAPO 
23,2017,2,437,RENAPO 
23,2017,3,524,RENAPO 
23,2017,4,510,RENAPO 
23,2017,5,532,RENAPO 
23,2017,6,507,RENAPO 
23,2017,7,457,RENAPO 
23,2017,8,579,RENAPO 
23,2017,9,532,RENAPO 
23,2017,10,550,RENAPO 
23,2017,11,551,RENAPO 
23,2017,12,590,RENAPO 
23,2018,1,592,RENAPO 
23,2018,2,570,RENAPO 
23,2018,3,565,RENAPO 
23,2018,4,563,RENAPO 
23,2018,5,569,RENAPO 
23,2018,6,583,RENAPO 
23,2018,7,662,RENAPO 
23,2018,8,613,RENAPO 
23,2018,9,547,RENAPO 
23,2018,10,649,RENAPO 
23,2018,11,538,RENAPO 
23,2018,12,648,RENAPO 
23,2019,1,289,RENAPO 
23,2019,2,561,RENAPO 
23,2019,3,617,RENAPO 
23,2019,4,600,RENAPO 
23,2019,5,606,RENAPO 
23,2019,6,580,RENAPO 
23,2019,7,642,RENAPO 
23,2019,8,657,RENAPO 
23,2019,9,622,RENAPO 
23,2019,10,642,RENAPO 
23,2019,11,634,RENAPO 
23,2019,12,660,RENAPO 
23,2020,1,650,RENAPO 
23,2020,2,627,RENAPO 
23,2020,3,479,RENAPO 
23,2020,4,768,RENAPO 
23,2020,5,961,RENAPO 
23,2020,6,916,RENAPO 
23,2020,7,1612,RENAPO 
23,2020,8,1403,RENAPO 
23,2020,9,896,RENAPO 
24,2015,1,1822,RENAPO 
24,2015,2,1601,RENAPO 
24,2015,3,1630,RENAPO 
24,2015,4,1466,RENAPO 
24,2015,5,1557,RENAPO 
24,2015,6,1702,RENAPO 
24,2015,7,1795,RENAPO 
24,2015,8,1716,RENAPO 
24,2015,9,1614,RENAPO 
24,2015,10,1724,RENAPO 
24,2015,11,1681,RENAPO 
24,2015,12,1839,RENAPO 
24,2016,1,1440,RENAPO 
24,2016,2,1391,RENAPO 
24,2016,3,1446,RENAPO 
24,2016,4,1288,RENAPO 
24,2016,5,1329,RENAPO 
24,2016,6,1438,RENAPO 
24,2016,7,1559,RENAPO 
24,2016,8,1669,RENAPO 
24,2016,9,1513,RENAPO 
24,2016,10,1705,RENAPO 
24,2016,11,1690,RENAPO 
24,2016,12,1495,RENAPO 
24,2017,1,1505,RENAPO 
24,2017,2,1329,RENAPO 
24,2017,3,1415,RENAPO 
24,2017,4,1357,RENAPO 
24,2017,5,1468,RENAPO 
24,2017,6,1671,RENAPO 
24,2017,7,1607,RENAPO 
24,2017,8,1568,RENAPO 
24,2017,9,1527,RENAPO 
24,2017,10,1651,RENAPO 
24,2017,11,1713,RENAPO 
24,2017,12,2209,RENAPO 
24,2018,1,2522,RENAPO 
24,2018,2,1415,RENAPO 
24,2018,3,1144,RENAPO 
24,2018,4,1092,RENAPO 
24,2018,5,1145,RENAPO 
24,2018,6,1031,RENAPO 
24,2018,7,1090,RENAPO 
24,2018,8,1030,RENAPO 
24,2018,9,1002,RENAPO 
24,2018,10,1157,RENAPO 
24,2018,11,1258,RENAPO 
24,2018,12,1297,RENAPO 
24,2019,1,1514,RENAPO 
24,2019,2,1240,RENAPO 
24,2019,3,1305,RENAPO 
24,2019,4,1200,RENAPO 
24,2019,5,1206,RENAPO 
24,2019,6,1042,RENAPO 
24,2019,7,1096,RENAPO 
24,2019,8,1162,RENAPO 
24,2019,9,1072,RENAPO 
24,2019,10,1170,RENAPO 
24,2019,11,1166,RENAPO 
24,2019,12,1227,RENAPO 
24,2020,1,1632,RENAPO 
24,2020,2,1357,RENAPO 
24,2020,3,1299,RENAPO 
24,2020,4,1007,RENAPO 
24,2020,5,1145,RENAPO 
24,2020,6,1428,RENAPO 
24,2020,7,2011,RENAPO 
24,2020,8,2770,RENAPO 
24,2020,9,2064,RENAPO 
25,2015,1,1359.0,Registro Civil 
25,2015,2,1268.0,Registro Civil 
25,2015,3,1372.0,Registro Civil 
25,2015,4,1140.0,Registro Civil 
25,2015,5,1139.0,Registro Civil 
25,2015,6,1212.0,Registro Civil 
25,2015,7,1142.0,Registro Civil 
25,2015,8,1133.0,Registro Civil 
25,2015,9,1193.0,Registro Civil 
25,2015,10,1242.0,Registro Civil 
25,2015,11,1269.0,Registro Civil 
25,2015,12,1170.0,Registro Civil 
25,2016,1,1568.0,Registro Civil 
25,2016,2,1527.0,Registro Civil 
25,2016,3,1355.0,Registro Civil 
25,2016,4,1341.0,Registro Civil 
25,2016,5,1141.0,Registro Civil 
25,2016,6,1236.0,Registro Civil 
25,2016,7,1099.0,Registro Civil 
25,2016,8,1261.0,Registro Civil 
25,2016,9,1135.0,Registro Civil 
25,2016,10,1235.0,Registro Civil 
25,2016,11,1273.0,Registro Civil 
25,2016,12,1107.0,Registro Civil 
25,2017,1,1391.0,Registro Civil 
25,2017,2,1354.0,Registro Civil 
25,2017,3,1436.0,Registro Civil 
25,2017,4,1309.0,Registro Civil 
25,2017,5,1303.0,Registro Civil 
25,2017,6,1359.0,Registro Civil 
25,2017,7,1196.0,Registro Civil 
25,2017,8,1270.0,Registro Civil 
25,2017,9,1151.0,Registro Civil 
25,2017,10,1412.0,Registro Civil 
25,2017,11,1223.0,Registro Civil 
25,2017,12,1156.0,Registro Civil 
25,2018,1,1587.0,Registro Civil 
25,2018,2,1445.0,Registro Civil 
25,2018,3,1191.0,Registro Civil 
25,2018,4,1436.0,Registro Civil 
25,2018,5,1290.0,Registro Civil 
25,2018,6,1265.0,Registro Civil 
25,2018,7,1207.0,Registro Civil 
25,2018,8,1302.0,Registro Civil 
25,2018,9,1085.0,Registro Civil 
25,2018,10,1404.0,Registro Civil 
25,2018,11,1367.0,Registro Civil 
25,2018,12,1151.0,Registro Civil 
25,2019,1,1631.0,Registro Civil 
25,2019,2,1398.0,Registro Civil 
25,2019,3,1241.0,Registro Civil 
25,2019,4,1454.0,Registro Civil 
25,2019,5,1389.0,Registro Civil 
25,2019,6,1158.0,Registro Civil 
25,2019,7,1370.0,Registro Civil 
25,2019,8,1354.0,Registro Civil 
25,2019,9,1254.0,Registro Civil 
25,2019,10,1432.0,Registro Civil 
25,2019,11,1211.0,Registro Civil 
25,2019,12,1137.0,Registro Civil 
25,2020,1,1759.0,Registro Civil 
25,2020,2,1424.0,Registro Civil 
25,2020,3,1349.0,Registro Civil 
25,2020,4,1008.0,Registro Civil 
25,2020,5,1489.0,Registro Civil 
25,2020,6,2543.0,Registro Civil 
25,2020,7,3164.0,Registro Civil 
25,2020,8,2399.0,Registro Civil 
25,2020,9,1956.0,Registro Civil 
26,2015,1,1662,RENAPO 
26,2015,2,1241,RENAPO 
26,2015,3,1302,RENAPO 
26,2015,4,1145,RENAPO 
26,2015,5,1134,RENAPO 
26,2015,6,1244,RENAPO 
26,2015,7,1132,RENAPO 
26,2015,8,1139,RENAPO 
26,2015,9,1222,RENAPO 
26,2015,10,1222,RENAPO 
26,2015,11,1279,RENAPO 
26,2015,12,1614,RENAPO 
26,2016,1,1709,RENAPO 
26,2016,2,1567,RENAPO 
26,2016,3,1438,RENAPO 
26,2016,4,1248,RENAPO 
26,2016,5,1295,RENAPO 
26,2016,6,1225,RENAPO 
26,2016,7,1237,RENAPO 
26,2016,8,1365,RENAPO 
26,2016,9,1191,RENAPO 
26,2016,10,1261,RENAPO 
26,2016,11,1240,RENAPO 
26,2016,12,1507,RENAPO 
26,2017,1,1659,RENAPO 
26,2017,2,1343,RENAPO 
26,2017,3,1518,RENAPO 
26,2017,4,1253,RENAPO 
26,2017,5,1366,RENAPO 
26,2017,6,1365,RENAPO 
26,2017,7,1308,RENAPO 
26,2017,8,1314,RENAPO 
26,2017,9,1248,RENAPO 
26,2017,10,1322,RENAPO 
26,2017,11,1293,RENAPO 
26,2017,12,1551,RENAPO 
26,2018,1,1751,RENAPO 
26,2018,2,1439,RENAPO 
26,2018,3,1520,RENAPO 
26,2018,4,1468,RENAPO 
26,2018,5,1427,RENAPO 
26,2018,6,1331,RENAPO 
26,2018,7,1443,RENAPO 
26,2018,8,1447,RENAPO 
26,2018,9,1360,RENAPO 
26,2018,10,1400,RENAPO 
26,2018,11,1300,RENAPO 
26,2018,12,93,RENAPO 
26,2019,1,954,RENAPO 
26,2019,2,1503,RENAPO 
26,2019,3,1547,RENAPO 
26,2019,4,1464,RENAPO 
26,2019,5,1510,RENAPO 
26,2019,6,1406,RENAPO 
26,2019,7,1466,RENAPO 
26,2019,8,1489,RENAPO 
26,2019,9,1355,RENAPO 
26,2019,10,1542,RENAPO 
26,2019,11,1529,RENAPO 
26,2019,12,1704,RENAPO 
26,2020,1,1983,RENAPO 
26,2020,2,1683,RENAPO 
26,2020,3,1587,RENAPO 
26,2020,4,1484,RENAPO 
26,2020,5,1744,RENAPO 
26,2020,6,3807,RENAPO 
26,2020,7,4282,RENAPO 
26,2020,8,2301,RENAPO 
26,2020,9,1790,RENAPO 
27,2015,1,1138,RENAPO 
27,2015,2,1006,RENAPO 
27,2015,3,1043,RENAPO 
27,2015,4,1116,RENAPO 
27,2015,5,1084,RENAPO 
27,2015,6,1034,RENAPO 
27,2015,7,1083,RENAPO 
27,2015,8,1027,RENAPO 
27,2015,9,990,RENAPO 
27,2015,10,1136,RENAPO 
27,2015,11,1109,RENAPO 
27,2015,12,845,RENAPO 
27,2016,1,1071,RENAPO 
27,2016,2,1165,RENAPO 
27,2016,3,1140,RENAPO 
27,2016,4,1166,RENAPO 
27,2016,5,1271,RENAPO 
27,2016,6,1066,RENAPO 
27,2016,7,1049,RENAPO 
27,2016,8,1123,RENAPO 
27,2016,9,1132,RENAPO 
27,2016,10,1099,RENAPO 
27,2016,11,1064,RENAPO 
27,2016,12,1131,RENAPO 
27,2017,1,1239,RENAPO 
27,2017,2,1024,RENAPO 
27,2017,3,1048,RENAPO 
27,2017,4,1017,RENAPO 
27,2017,5,1276,RENAPO 
27,2017,6,1084,RENAPO 
27,2017,7,929,RENAPO 
27,2017,8,1058,RENAPO 
27,2017,9,811,RENAPO 
27,2017,10,656,RENAPO 
27,2017,11,604,RENAPO 
27,2017,12,695,RENAPO 
27,2018,1,1417,RENAPO 
27,2018,2,1115,RENAPO 
27,2018,3,1050,RENAPO 
27,2018,4,1178,RENAPO 
27,2018,5,1232,RENAPO 
27,2018,6,1083,RENAPO 
27,2018,7,1269,RENAPO 
27,2018,8,1177,RENAPO 
27,2018,9,980,RENAPO 
27,2018,10,1051,RENAPO 
27,2018,11,1284,RENAPO 
27,2018,12,1145,RENAPO 
27,2019,1,1394,RENAPO 
27,2019,2,1133,RENAPO 
27,2019,3,1220,RENAPO 
27,2019,4,1211,RENAPO 
27,2019,5,1415,RENAPO 
27,2019,6,1254,RENAPO 
27,2019,7,1290,RENAPO 
27,2019,8,1145,RENAPO 
27,2019,9,1188,RENAPO 
27,2019,10,1286,RENAPO 
27,2019,11,1255,RENAPO 
27,2019,12,623,RENAPO 
27,2020,1,1452,RENAPO 
27,2020,2,1151,RENAPO 
27,2020,3,1183,RENAPO 
27,2020,4,1202,RENAPO 
27,2020,5,1737,RENAPO 
27,2020,6,1362,RENAPO 
27,2020,7,2682,RENAPO 
27,2020,8,2015,RENAPO 
27,2020,9,1399,RENAPO 
28,2015,1,1802,RENAPO 
28,2015,2,1432,RENAPO 
28,2015,3,1525,RENAPO 
28,2015,4,1255,RENAPO 
28,2015,5,1198,RENAPO 
28,2015,6,1327,RENAPO 
